lyrics,artist
"Black tints (Yeah), matte black (Yeah, yeah)",beyonce
"Roll by, my window down, let 'em see who in it",beyonce
Crack a big smile (Ding),beyonce
"Go figure, me and Jigga, fifty 'leven children",beyonce
"They like, ""Chick, how?""",beyonce
I charge my crystals in a full moon,beyonce
"You could send them missiles, I'ma send my goons",beyonce
Baby sister reppin' Yemaya (Yemaya),beyonce
"Trust me, they gon' need an army (Ah)",beyonce
Rubber bullets bouncin' off me (Ah),beyonce
Made a picket sign off your picket fence (Ah),beyonce
"Take it as a warning (Ah, ah)",beyonce
Waist beads from Yoruba (Woo),beyonce
"Four hunnid billi', Mansa Musa (Woo)",beyonce
Stroll line to the barbeque,beyonce
"Put us any-damn-where, we gon' make it look cute",beyonce
"Pandemic fly on the runway, in my hazmat",beyonce
"Children' runnin' through the house to my art, all black",beyonce
"Ancestors on the wall, let the ghosts chit-chat",beyonce
"(Ancestors on the wall, let the ghosts chit-chat)",beyonce
"Hold my hands, we gon' pray together",beyonce
"Lay down, face down in the gravel",beyonce
"Woo, wearin' all attire white to the funeral",beyonce
"Black love, we gon' stay together",beyonce
Curtis Mayfield on the speaker (Woo),beyonce
"Lil' Malcolm, Martin mixed with mama Tina (Woo)",beyonce
"Need another march, lemme call Tamika (Woo)",beyonce
Need peace and reparation for my people (Woo),beyonce
"Fuck these laid edges, I'ma let it shrivel up (Shrivel up",beyonce
"Fuck this fade and waves, I'ma let it dread all up (Dread",beyonce
"Put your fist up in the air, show black love (Show black",beyonce
"Motherland drip on me, motherland, motherland drip on me",beyonce
"Honey, come around my way, around my hive",beyonce
"Whenever mama say so, mama say",beyonce
"Here I come on my throne, sittin' high",beyonce
"Follow my parade, oh, my parade",beyonce
"Talkin' slick to my folk (My folk), nip that lip like lip",beyonce
"Hear 'em swarmin', right? (Zz) Bees is known to bite (Zz,",beyonce
"Now here we come on our thrones, sittin' high",beyonce
"Follow my parade, oh, my parade",beyonce
"We got rhythm (We got rhythm), we got pride (We got pride",beyonce
"We birth kings (We birth kings), we birth tribes (We birt",beyonce
"Holy river (Holy river), holy tongue (Holy tongue)",beyonce
"Speak the glory (Speak the glory), feel the love (Feel th",beyonce
"Motherland, motherland drip on me, hey, hey, hey",beyonce
"Motherland, motherland drip on me, hey, hey, hey",beyonce
"I can't forget my history, it's her-story",beyonce
"Motherland drip on me, motherland, motherland drip on me",beyonce
"Honey, come around my way, around my hive (My)",beyonce
"Whenever mama say so (Hey), mama say (Hey, hey)",beyonce
"Here I come on my throne, sittin' high (High)",beyonce
"Follow my parade, oh, my parade (Hey, hey, hey)",beyonce
"Talkin' slick to my folk (My folk), nip that lip like lip",beyonce
"Hear 'em swarmin', right? (Zz) Bees is known to bite (Zz,",beyonce
"Now here we come on our thrones, sittin' high",beyonce
"Follow my parade, oh, black parade",beyonce
<|endoftext|>,beyonce
Yes! So crazy right now!,beyonce
"Most incredibly, it's your girl, B",beyonce
"It's your boy, Young",beyonce
You ready?,beyonce
"Oh oh, oh oh, oh oh, oh no no (Oww!)",beyonce
"Oh oh, oh oh, oh oh, oh no no",beyonce
"Oh oh, oh oh, oh oh, oh no no",beyonce
"Oh oh, oh oh, oh oh, oh no no",beyonce
Geah! History in the making,beyonce
Part two!,beyonce
It's so crazy right now,beyonce
I look and stare so deep in your eyes (I...),beyonce
I touch on you more and more every time,beyonce
"When you leave, I'm begging you not to go",beyonce
"Call your name, two, three times in a row",beyonce
Such a funny thing for me to try to explain,beyonce
"How I'm feeling, and my pride is the one to blame (Yeah)",beyonce
'Cause I know I don't understand,beyonce
Just how your love can do what no one else can,beyonce
Got me looking so crazy right now,beyonce
Your love's got me looking so crazy right now (Your love),beyonce
Got me looking so crazy right now,beyonce
Your touch got me looking so crazy right now (Your touch),beyonce
Got me hoping you'll page me right now (Hey),beyonce
Your kiss got me hoping you'll save me right now,beyonce
"Looking so crazy, your love's got me looking",beyonce
Got me looking so crazy in love,beyonce
"Oh oh, oh oh, oh oh, oh no no",beyonce
"Oh oh, oh oh, oh oh, oh no no",beyonce
"Oh oh, oh oh, oh oh, oh no no",beyonce
"Oh oh, oh oh, oh oh, oh no no",beyonce
When I talk to my friends so quietly,beyonce
"(""Who he think he is?"") Look at what you did to me",beyonce
"Tennis shoes, don't even need to buy a new dress",beyonce
"If you ain't there, ain't nobody else to impress",beyonce
It's the way that you know what I thought I knew,beyonce
It's the beat that my heart skips when I'm with you,beyonce
But I still don't understand,beyonce
Just how your love can do what no one else can,beyonce
Got me looking so crazy right now,beyonce
Your love's got me looking so crazy right now,beyonce
"(Oh, crazy, your love)",beyonce
Got me looking so crazy right now (Your love),beyonce
"Your touch got me looking so crazy right now (Oh, your to",beyonce
Got me hoping you'll page me right now,beyonce
Your kiss got me hoping you'll save me right now (Hey),beyonce
"Looking so crazy, your love's got me looking",beyonce
Got me looking so crazy in love (Geah!),beyonce
"I'm looking so crazy, your love's got me looking (Woo!)",beyonce
Got me looking so crazy in love,beyonce
"I'm warmed up now, let's go",beyonce
"Young Hov, y'all know when the flow is loco",beyonce
"Young B and the R-O-C, uh-oh (Oh)",beyonce
"O.G. Big Homie, the one and only (Oh, no)",beyonce
"Stick bony, but the pockets is fat like Tony (Oh, no)",beyonce
"Soprano, the ROC handle like Van Exel",beyonce
I shake phonies man you can't get next to,beyonce
"The genuine article, I do not sing though",beyonce
"I sling though, if anything, I bling yo",beyonce
"A star like Ringo, war like a Green Beret",beyonce
You crazy? Bring ya whole set,beyonce
"JAY-Z in the Range, crazy and deranged",beyonce
"They can't figure him out, they like, ""Hey, is he insane?",beyonce
"Yes sir, I'm cut from a different cloth",beyonce
My texture is the best fur: chinchilla,beyonce
I've been iller than chain smokers,beyonce
How you think I got the name Hova?,beyonce
"I been realer, the game's over",beyonce
"Fall back, Young",beyonce
Ever since I made the change over to platinum,beyonce
"The game's been a wrap, one",beyonce
"Got me looking, so crazy, my baby",beyonce
"I'm not myself lately, I'm foolish, I don't do this",beyonce
"I've been playing myself, baby, I don't care",beyonce
'Cause your love's got the best of me,beyonce
And baby you're making a fool of me,beyonce
You got me sprung and I don't care who sees,beyonce
"'Cause baby you got me, you got me",beyonce
"You got me, you got me so crazy, baby",beyonce
Hey!,beyonce
Got me looking so crazy right now,beyonce
Your love's got me looking so crazy right now (Your love),beyonce
Got me looking so crazy right now,beyonce
Your touch got me looking so crazy right now (Your touch),beyonce
Got me hoping you'll page me right now,beyonce
Your kiss got me hoping you'll save me right now,beyonce
"Looking so crazy, your love's got me looking",beyonce
Got me looking so crazy in love,beyonce
Got me looking so crazy right now,beyonce
Your love's got me looking so crazy right now (Your love),beyonce
Got me looking so crazy right now,beyonce
Your touch got me looking so crazy right now (Your touch),beyonce
Got me hoping you'll page me right now,beyonce
Your kiss got me hoping you'll save me right now,beyonce
"Looking so crazy, your love's got me looking",beyonce
Got me looking so crazy in love,beyonce
<|endoftext|>,beyonce
Forward,beyonce
Best foot first just in case,beyonce
When we made our way 'til now,beyonce
"It's time to listen, it's time to fight",beyonce
Forward,beyonce
Now we're going to hold doors open for a while,beyonce
Now we can be open for a while,beyonce
Forward,beyonce
"I love you more than this job, please don't work for me",beyonce
Forward,beyonce
Go back to your sleep in your favorite spot just next to,beyonce
"Forward, ooh, forward",beyonce
"Forward, forward",beyonce
<|endoftext|>,beyonce
Sometimes these walls seem to cave in on me,beyonce
"When I look in your eyes, I feel alive",beyonce
Some days we say words that don't mean a thing,beyonce
"But when you holding me tight, I feel alive",beyonce
Make it last forever,beyonce
"Come on, baby, won't you hold on to me, hold on to me?",beyonce
You and I together,beyonce
"Come on, baby, won't you hold on to me, hold on to me?",beyonce
Blue,beyonce
Each day I feel so blessed to be looking at you,beyonce
"'Cause when you open your eyes, I feel alive",beyonce
My heart beats so damn quick when you say my name,beyonce
"When I'm holding you tight, I'm so alive",beyonce
Now let's live it up,beyonce
Make it last forever,beyonce
"Come on, baby, won't you hold on to me, hold on to me?",beyonce
You and I together,beyonce
"Come on, baby, won't you hold on to me, hold on to me?",beyonce
Blue,beyonce
Make it last forever,beyonce
"Come on, baby, won't you hold on to me, hold on to me?",beyonce
You and I together,beyonce
"Come on, baby, won't you hold on to me, hold on to me?",beyonce
Blue,beyonce
"We gotta hold on, I gotta hold on",beyonce
"You’ve got to hold on, you’ve got a hold on me",beyonce
"We gotta hold on, I gotta hold on",beyonce
"You’ve got to hold on, you’ve got a hold on me",beyonce
Make it last forever,beyonce
"Come on, baby, won't you hold on to me, hold on to me?",beyonce
You and I together,beyonce
"Come on, baby, won't you hold on to me, hold on to me?",beyonce
Blue,beyonce
"We gotta hold on, I gotta hold on",beyonce
"You’ve got to hold on, you’ve got a hold on me",beyonce
"We gotta hold on, I gotta hold on",beyonce
"You’ve got to hold on, you’ve got a hold on me",beyonce
Make it last forever,beyonce
"Come on, baby, won't you hold on to me, hold on to me?",beyonce
You and I together,beyonce
"Come on, baby, won't you hold on to me, hold on to me?",beyonce
Blue,beyonce
"Hold on to me, hold on",beyonce
Bee-sy-ay,beyonce
Bee-sy-ay,beyonce
Blue,beyonce
"Mommy, mommy, mommy",beyonce
Can we see daddy? (laughs),beyonce
Can we see daddy?,beyonce
Missus Carter!,beyonce
Missus Carter!,beyonce
<|endoftext|>,beyonce
Miiri man ɲi!,beyonce
Aa! dennin! k'an bɛn sɔgɔma!,beyonce
Miiri man ɲi!,beyonce
Aa! dennin! k'an bɛn sɔgɔma!,beyonce
Aa! dennin! k'an bɛn sɔgɔma!,beyonce
Aa! dennin! k'an bɛn sɔgɔma!,beyonce
"I know my enemy prey on me, so pray for me",beyonce
"Tick, tick, wait on it",beyonce
I'm keepin' down my body count,beyonce
"I'm finessin' like a trap bounce, a trap bounce, yeah",beyonce
'Cause every day above ground is a blessing,beyonce
"I done leveled up, now my view panoramic",beyonce
None of my fears can go where I'm headed,beyonce
"Had to cut 'em loose, now I'm loose, break the levee, yea",beyonce
"I'm 'bout to flood on 'em, flood on a sinner",beyonce
The rain and thunder gon' pour,beyonce
"Go Mutumbo, no, no sinner",beyonce
You can't dim my light,beyonce
'Cause when we walk up in the club,beyonce
I need them sirens goin' off,beyonce
Then we can look up in the sky,beyonce
"The tears we cry let us know that we alive, yeah, yeah",beyonce
It give me goosebumps every time,beyonce
I threw up my diamond,beyonce
"Together, we big timin'",beyonce
Don't make me have to remind you,beyonce
I got my cup up to the heavens,beyonce
Another night I won't remember,beyonce
Promise this my mood forever,beyonce
I promise this my mood forever and ever,beyonce
Treasures dancin' on the bezel,beyonce
This kinda feelin' unforgettable,beyonce
Promise this my mood forever,beyonce
Promise this my mood forever,beyonce
Forever and ever,beyonce
You heard that?,beyonce
Forever and ever,beyonce
That's the sound of the price goin' up,beyonce
"Forever, and ever-ever, and ever-ever (Yeah, yeah)",beyonce
"At the Saxon Madiba suite (Yeah, yeah) like Mandela",beyonce
"Bumpin' Fela on the Puma jet, like we from Lagos (My daug",beyonce
"Mansa Musa reincarnated, we on our levels (He 'bout busin",beyonce
"That's a billi', a thousand milli' (Ugh)",beyonce
First one to see a B out these housing buildings,beyonce
I be feelin' like Prince in '84 (Ow),beyonce
"Mike in '79, Biggie in '97, '94 Nas",beyonce
"Ali bomaye, no kumbaya",beyonce
"Just give me the Sommelier (I got it), I'm on La Tâche",beyonce
"Helmet on the jet ski, you know the vibes",beyonce
"Hit my head, figured out me (I love it)",beyonce
"Oh my God, without the God in the XY (Yeah, yeah)",beyonce
"I'm afraid the whole game will be colonized (Yeah, yeah)",beyonce
The marathon will be televised for N.I.P. (Aww yeah)​,beyonce
"'Cause true kings don't die, we multiply, peace",beyonce
"I'm so unbothered, I'm so unbothered",beyonce
Y'all be so pressed while I'm raisin' daughters,beyonce
"Sons of empires, y'all make me chuckle",beyonce
"Stay in your struggle, crystal blue water",beyonce
"Piña colada-in', you stay Ramada Inn",beyonce
"My baby father, bloodline Rwanda",beyonce
Why would you try me? Why would you bother?,beyonce
I am Beyoncé Giselle Knowles-Carter,beyonce
"I am the Nala, sister of Naruba",beyonce
"Oshun, Queen Sheba, I am the mother",beyonce
"Ankh on my gold chain, ice on my whole chain",beyonce
"I be like soul food, I am a whole mood",beyonce
When we walk up in the club,beyonce
I need the sirens goin' off,beyonce
And when you look up to the sky,beyonce
"The tears we cry let us know that we alive, yeah, yeah",beyonce
I give 'em goosebumps every time,beyonce
I throw up my diamond,beyonce
"Together, we big timin'",beyonce
The children are our reminder,beyonce
I got my cup up to the heavens,beyonce
Another night I won't remember,beyonce
Promise this my mood forever,beyonce
Promise this my mood forever and ever,beyonce
Treasures dancin' on the bezel,beyonce
This kinda feelin' unforgettable,beyonce
Promise this my mood forever,beyonce
Promise this my mood forever,beyonce
Forever and ever,beyonce
"Ever, forever",beyonce
Forever and ever,beyonce
Ever and ever and ever,beyonce
Time to break it down now,beyonce
All praise due,beyonce
My enemies still pressed,beyonce
Cannot lose,beyonce
'Cause I bet on myself,beyonce
I'm dancin',beyonce
Ancestors in my step,beyonce
"Now, I move better, ooh",beyonce
Energy pourin' out,beyonce
I feel a change comin' now,beyonce
Royalty in my blood from the kingdom,beyonce
"The more money, more problems season",beyonce
But don't you let that get you out your way,beyonce
Rise up higher,beyonce
"Jump, jump and don't look down",beyonce
You're so far from the ground,beyonce
"Yeah, yeah-eh-eh-eh",beyonce
I got my cup up to the heavens,beyonce
Another night I won't remember,beyonce
Promise this my mood forever,beyonce
Promise this my mood forever and ever,beyonce
Treasures dancin' on the bezel,beyonce
This kinda feelin' unforgettable,beyonce
Promise this my mood forever,beyonce
Promise this my mood forever,beyonce
Forever and ever,beyonce
<|endoftext|>,beyonce
"MUSIC CUE: ""PRAY YOU CATCH ME""PART 1: IntuitionEXT. BAYOU",beyonce
Title is displayed from monochromatic low angle; camera n,beyonce
BEYONCÉ (V.O.): I tried to make a home outta you.,beyonce
Cut to shot of woods from view of wooden cabin porch.,beyonce
BEYONCÉ (V.O.): But doors lead to trapdoors. A stairway l,beyonce
"Cut to black, then to a shot facing upwards, shot filled",beyonce
BEYONCÉ (V.O.): Unknown women wander the hallways at nigh,beyonce
Cut to shot of at least twelve black middle-aged women in,beyonce
BEYONCÉ (V.O.): Where do you go when you go quiet?,beyonce
Cut to shot of a black woman wearing a dress with an elab,beyonce
"BEYONCÉ (V.O.): You remind me of my father, a magician. A",beyonce
"Cut to shot of black woman in green dress, sitting on a s",beyonce
BEYONCÉ (V.O.):  In the tradition of men in my blood you,beyonce
"Cut to shot of woman dressed in white, about ten feet awa",beyonce
"BEYONCÉ (V.O.): What are you hiding? The past, and...",beyonce
"Cut to shot under the table, with backside of woman sitti",beyonce
BEYONCÉ (V.O.): ...the future merge to meet us here.,beyonce
Cut to Beyoncé in an archaic tub in a brick room lighted,beyonce
BEYONCÉ (V.O.): What luck. What a fucking curse.,beyonce
"MUSIC CUE: ""PRAY YOU CATCH ME""BEYONCÉ is submerged in wat",beyonce
PART 2: DenialTitle is displayed over a zoom in on her ch,beyonce
"BEYONCÉ (V.O.): I tried to change, closed my mouth more.",beyonce
Cut to BEYONCÉ trying to swim submerged in the water.,beyonce
"BEYONCÉ (V.O.): Tried to be soft, prettier.",beyonce
"Cut to BEYONCÉ's face behind a curtain of bubbles, drowni",beyonce
BEYONCÉ (V.O.): Less...awake.,beyonce
"Cut to various shots: one underneath a mass of fabric, an",beyonce
BEYONCÉ (V.O.): Fasting for…,beyonce
Cut to BEYONCÉ looking downwards.,beyonce
BEYONCÉ (V.O.): ...60 days. Wore white.,beyonce
"Cut to two BEYONCÉs, one wearing the outfit from the prev",beyonce
BEYONCÉ (V.O): Abstained from mirrors.,beyonce
"Cut to BEYONCÉ sleeping by herself on the bed, holding on",beyonce
BEYONCÉ (V.O.): Abstained from sex.,beyonce
"Cut to a closeup of BEYONCÉ's face, camera from above. BE",beyonce
BEYONCÉ (V.O.): Slowly did not speak another word.,beyonce
"Cut to BEYONCÉ blowing massive air bubble in water, which",beyonce
BEYONCÉ (V.O.): In that time my hair grew…,beyonce
Beyoncé’s sleeping body begins floating upwards.,beyonce
BEYONCÉ (V.O.): ...past my ankles. I slept on a mat on th,beyonce
Cut to close up shot of just BEYONCÉ’s mouth from a side,beyonce
BEYONCÉ (V.O.): I levitated...,beyonce
Cut to BEYONCÉ's body flipping around erratically. Back t,beyonce
"BEYONCÉ (V.O.): ...into the basement, I confessed my sins",beyonce
"Cut to BEYONCÉ's covered by maroon tarp, in prayer positi",beyonce
"BEYONCÉ (V.O.): Got on my knees and said, “Amen.” And...",beyonce
"Closeup from under BEYONCÉ’s face, her fingers together a",beyonce
BEYONCÉ (V.O.): ...I said Ameen. I whipped my own back an,beyonce
"Violent succession of shots, some of which it appears BEY",beyonce
"BEYONCÉ (V.O.): I threw myself into a volcano, I…",beyonce
"Close up shot of just her mouth, hair, and part of her no",beyonce
BEYONCÉ （V.O.): I drank the blood and drank the wine.,beyonce
"More violent successions of shots, body warping quickly.",beyonce
BEYONCÉ (V.O): I sat alone and begged and bent at the wai,beyonce
"Shot from behind her, maroon tarp floating freely in wate",beyonce
BEYONCÉ (V.O.): I crossed myself and thought I saw the de,beyonce
"Cut to BEYONCÉ looking upwards, hands still together in p",beyonce
BEYONCÉ (V.O.): I grew thickened skin on my feet.,beyonce
"Shot from behind BEYONCÉ, her head towards the camera, le",beyonce
BEYONCÉ (V.O.): I bathed...in bleach and plugged my mense,beyonce
"Cut to shot from above of a thick, black-covered book lab",beyonce
BEYONCÉ (V.O.): ...pages from the Holy Book. But...,beyonce
Cut to BEYONCÉ swimming out of the bedroom through a door,beyonce
BEYONCÉ (V.O.): ...still inside me coiled deep was…,beyonce
"Cut to BEYONCÉ, face completely covered by an upwards flo",beyonce
BEYONCÉ (V.O.): ...the need to know. Are you cheating? Ar,beyonce
Cut to BEYONCÉ exiting large stone building in yellow dre,beyonce
"MUSIC CUE: ""HOLD UP""EXT. CITY STREET - DAY",beyonce
Cars line the street on either side. A monster truck ente,beyonce
PART 3: ANGEREXT. SUBURBAN STREET - DAY,beyonce
"Title sits over four men in a marching band full regalia,",beyonce
"BEYONCÉ (V.O.): If this what you truly want, I can wear",beyonce
Cut to a group of women in dresses with too-long sleeves,beyonce
"BEYONCÉ (V.O.): Her hair, over mine.",beyonce
Cut to a closeup of the writhing women.,beyonce
BEYONCÉ (V.O.): Her hands as gloves.,beyonce
Cut to a staircase in an abandoned building.,beyonce
BEYONCÉ (V.O.): Her teeth as confetti.,beyonce
"Cut back to a closeup of the women, then to a wider shot,",beyonce
"BEYONCÉ (V.O.): Her scalp, a cap. Her sternum, my bedazzl",beyonce
Cut back to the stairs. Pan below the upward flight to re,beyonce
BEYONCÉ (V.O.):We can pose for a photograph. All three of,beyonce
Cut back to a closeup of the women. With their hands abov,beyonce
BEYONCÉ (V.O.): I don't know when love became elusive. Wh,beyonce
"Cut to BEYONCÉ, staring into the back window of a vehicle",beyonce
BEYONCÉ (V.O.): My father's arms around my mother's neck.,beyonce
Cut to a Black woman sitting at a drum set. She is lookin,beyonce
BEYONCÉ (V.O.): I think of lovers as trees...,beyonce
"Cut to a distorted image of three women from behind, walk",beyonce
BEYONCÉ (V.O.): ...growing to and from one another.,beyonce
Cut to a clip of the drummer girl playing in slow motion.,beyonce
BEYONCÉ (V.O.): Searching for the same light.,beyonce
"Cut to a Black woman lying on the hood of a car, then cut",beyonce
BEYONCÉ (V.O.):Why can't you see me? Why can't you see me,beyonce
"MUSIC CUE: ""DON'T HURT YOUSELF""INT. PARKING GARAGE",beyonce
"Drummer girl is pictured to the left of the frame, sittin",beyonce
PART 4: ApathyINT. SUBWAY,beyonce
"MUSIC: Pyotr Tchaikovsky ""Scene from Swan Lake""",beyonce
Title sits over a closeup of the inside of a subway car.,beyonce
BEYONCÉ (V.O.): So what are you gonna say at my funeral n,beyonce
Cut to an assembly of feet lining the seats of the subway,beyonce
BEYONCÉ (V.O.): Here lies the body of the love of my life,beyonce
Cut to a single person sitting alone in the subway car. T,beyonce
BEYONCÉ (V.O.): Her God is listening.,beyonce
"Cut to BEYONCÉ, sitting beside the group of painted girls",beyonce
BEYONCÉ (V.O.): Her heaven would be a love without betray,beyonce
Cut to an extreme closeup of lights playing off the roof,beyonce
BEYONCÉ (V.O.):Ashes to ashes...dust to side chicks.,beyonce
"Cut to an upward view of trees in the sunlight, then to t",beyonce
"MUSIC CUE: ""SORRY""EXT. FIELD - DAY",beyonce
A group of five Black women are walking naked through the,beyonce
BEYONCÉ (V.O.): She sleeps all day...dreams of you in bot,beyonce
PART 5: EmptinessEXT. UNKNOWN STREET - NIGHT,beyonce
Title sits in front of a streetlight viewed from below. Z,beyonce
BEYONCÉ (V.O.): Tills the blood in and out of uterus. Wak,beyonce
Cut to a closeup of the fabric of a red dress.,beyonce
"BEYONCÉ (V.O.): Grief, sedated by orgasm.",beyonce
Cut to a rear view of BEYONCÉ's head. She is wearing the,beyonce
BEYONCÉ (V.O.): Orgasm heightened by grief.,beyonce
Return to the upward panning shot on concrete. A wide sho,beyonce
BEYONCÉ (V.O.): God was in the room when the man said to,beyonce
Cut to a closeup bust of BEYONCÉ. She is wearing an ornat,beyonce
"BEYONCÉ (V.O.): Her hips grind pestle and mortar, cinnamo",beyonce
"Cut to black, then to a narrow hallway veiled in red ligh",beyonce
"BEYONCÉ (V.O.): Loss. Dear moon, we blame you for floods.",beyonce
"MUSIC CUE: ""6 INCH""After the first few bars of the song,",beyonce
BEYONCÉ: Every fear...,beyonce
Cut to three other women who are also in the room. They a,beyonce
BEYONCÉ (V.O.): Every nightmare...anyone has ever had.,beyonce
"MUSIC CUE (RESUME): ""6 INCH""EXT. BURNING BUILDING - NIGHT",beyonce
Closeup of BEYONCÉ. Red lights flash across her face. Slo,beyonce
PART 6: AccountabilityEXT. MANOR - DAY,beyonce
Title sits over a downward view from the balcony of the m,beyonce
BEYONCÉ (V.O.): You find the black tube inside her beauty,beyonce
Two girls walk up the stairs and into the hallway.,beyonce
BEYONCÉ (V.O.): Where she keeps your father's old prison,beyonce
"Cut to two girls sitting on a bed, talking. One has her b",beyonce
BEYONCÉ (V.O.): You look nothing like your mother.,beyonce
Cut to a closeup of the girls' hands. The girls are makin,beyonce
BEYONCÉ (V.O.): You look everything like your mother.,beyonce
"Cut to a different girl, jumping on a bed.",beyonce
"BEYONCÉ (V.O.): Film, star, beauty.",beyonce
"Cut to closeup of a young girl, pictured left. She is sta",beyonce
BEYONCÉ (V.O.): How to wear your mother's lipstick.,beyonce
Cut to an upward shot of three girls coming down the stai,beyonce
BEYONCÉ (V.O.): You go to the bathroom to apply the lipst,beyonce
Cut to a room in the manor. On the left is a small table,beyonce
BEYONCÉ (V.O.): Somewhere no one can find you.,beyonce
Cut to an adolescent girl standing sideways. She is stari,beyonce
BEYONCÉ (V.O.): You must wear it like she wears disappoin,beyonce
Cut to an blurred extreme closeup of a young girl. Anothe,beyonce
BEYONCÉ (V.O.): Your mother is a woman.,beyonce
The blur effect shifts so the girl in the foreground is c,beyonce
BEYONCÉ (V.O.): And women like her can not be contained.,beyonce
Cut to an extreme closeup of a car window from the inside,beyonce
"MALE VOICE (V.O.): I even met the president one time, man",beyonce
"Cut to a side view closeup of the driver, a Black male in",beyonce
MALE VOICE (V.O.): I didn't see myself going nowhere. I m,beyonce
Cut to grainy footage of the stoop of an apartment. A you,beyonce
"MALE VOICE (V.O.): Now I feel like I gotta live, man, for",beyonce
Cut back to a closeup of the driver.,beyonce
"MALE VOICE (V.O.): You know, that give me inspiration on",beyonce
Cut to a stormy sky over an open field in the day.,beyonce
"MALE VOICE (V.O.): You know, I'll probably be the next Sp",beyonce
"Cut to a closeup of leaves, and then to a puddle rippling",beyonce
"BEYONCÉ (V.O.): Mother dearest, let me inherit the Earth.",beyonce
Cut to a grainy extreme closeup of a young girl's face.,beyonce
BEYONCÉ (V.O.): Teach me how to make him beg. Let me make,beyonce
Cut to grainy footage of a home from across the street. A,beyonce
BEYONCÉ (V.O.): Did he bend your reflection?,beyonce
Cut to a closeup of a paper boat floating in a puddle.,beyonce
BEYONCÉ (V.O.): Did he make you forget your own name?,beyonce
Cut to grainy footage of a disheveled man waving his hand,beyonce
BEYONCÉ (V.O.): Did he convince you he was a God?,beyonce
Cut to an adolescent girl walking down the street.,beyonce
BEYONCÉ (V.O.): Did you get on your knees daily?,beyonce
"Cut to an upward view of an angry woman, yelling at an un",beyonce
BEYONCÉ (V.O.): Do his eyes close like doors? Are you a s,beyonce
"Cut to a young boy resting against the hood of a car, the",beyonce
BEYONCÉ (V.O.): Am I talking about your husband or your f,beyonce
"MUSIC CUE: ""DADDY LESSONS""Music stops. Cut to grainy foot",beyonce
DADDY: You wish your grandmother and grandfather was here,beyonce
CHILD BEYONCÉ: Yes.,beyonce
DADDY: Tell 'em.,beyonce
A baby cries in the background.,beyonce
CHILD BEYONCÉ: I wish they was here with us.,beyonce
DADDY: Why? What would we do?,beyonce
CHILD BEYONCÉ: What?,beyonce
"DADDY: What would we do, if they were here with us?",beyonce
"Cut to a clip of DADDY when he is older, jumping on a bed",beyonce
CHILD BEYONCÉ: Have fun.,beyonce
DADDY: Have fun?,beyonce
CHILD BEYONCÉ: Yes.,beyonce
DADDY: What would we do to have fun? Give me a kiss.,beyonce
Cut back to DADDY and CHILD BEYONCÉ sitting on the pink c,beyonce
DADDY: Love you.,beyonce
CHILD BEYONCÉ:  I love you too.,beyonce
"MUSIC CUE (RESUME): ""DADDY LESSONS""Cut to a parking garag",beyonce
EXT. FOOTBALL STADIUM,beyonce
A woman stands on a balcony in the stadium seats. She is,beyonce
BEYONCÉ (V.O.): He bathes me...,beyonce
"Cut to BEYONCÉ in the parking garage, staring at the came",beyonce
BEYONCÉ (V.O.): ...until I forget their names...and faces,beyonce
PART 7: ReformationEXT. MANOR PORCH - NIGHT,beyonce
Title sits over the porch. The left side of the porch is,beyonce
BEYONCÉ (V.O.): I ask him to look me in the eye when I co,beyonce
BEYONCÉ opens her eyes.,beyonce
Cut to a view of the manor's field through sheer drawn sh,beyonce
BEYONCÉ (V.O.): Why do you deny yourself heaven?,beyonce
Cut to an extreme closeup of moss growing on the railings,beyonce
BEYONCÉ (V.O.): Why do you consider yourself undeserving?,beyonce
Cut to an upward view of the trees surrounding the manor.,beyonce
BEYONCÉ (V.O.): Why are you afraid of love? You think it',beyonce
Cut back to BEYONCÉ lying on the football stadium field.,beyonce
BEYONCÉ (V.O.): But you are the love of my life...love of,beyonce
"MUSIC CUE: ""LOVE DROUGHT""PART 8: ForgivenessEXT. BEACH",beyonce
Title is displayed over open ocean waters viewed from the,beyonce
BEYONCÉ (V.O.): Baptize me...,beyonce
Cut to an upside down shot of two black females laying na,beyonce
BEYONCÉ (V.O.): ...now that reconciliation is possible.,beyonce
"Cut to BEYONCÉ’s lower body. She is lying on the beach, p",beyonce
"BEYONCÉ (V.O.): If we're gonna heal, let it be glorious.",beyonce
Cut to an upward sweeping shot of trees. Immediately cut,beyonce
BEYONCÉ (V.O.): One thousand girls raise their arms.,beyonce
"Cut to BEYONCÉ’s upper body. She is lying as before, look",beyonce
BEYONCÉ (V.O.): Do you remember being born?,beyonce
"Cut to a fire, burning in an open fireplace. Two wooden r",beyonce
BEYONCÉ (V.O.): Are you thankful?,beyonce
Cut to a closeup of BEYONCÉ’s bare feet on a wooden floor,beyonce
"BEYONCÉ (V.O.): Are the hips that cracked, the deep velve",beyonce
Cut to a closeup of  a bowl on a raised surface. A crack,beyonce
BEYONCÉ (V.O.): ...and her mother...,beyonce
Cut to a closeup of two black-and-white photos on a shelf,beyonce
BEYONCÉ (V.O.): ...and her mother?,beyonce
Cut to a blurred closeup of a vinyl record player with Ni,beyonce
BEYONCÉ (V.O.): There is a curse that will be broken.,beyonce
